t	axoaxoniccell	bistratifiedcell	cckcell	ivycell	ngfcell	olmcell	pyramidalcell	pvbasketcell	scacell	ca3cell	eccell
0	0	0	0	0	0	0	0	0	0	0	0
0.025	0	0	0	0	0	0	0	0	0	0	0
0.05	0	0	0	0	0	0	0	0	0	0	0
0.075	0	0	0	0	0	0	0	0	0	0	0
0.1	0	0	0	0	0	0	0	0	0	0	0
0.125	0	0	0	0	0	0	0	0	0	0	0
0.15	0	0	0	0	0	0	0	0	0	0	0
0.175	0	0	0	0	0	0	0	0	0	0	0
0.2	0	0	0	0	0	0	0	0	0	0	0
0.225	0	0	0	0	0	0	0	0	0	0	0
0.25	0	0	0	0	0	0	0	0	0	0	0
0.275	0	0	0	0	0	0	0	0	0	0	0
0.3	0	0	0	0	0	0	0	0	0	0	0
0.325	0	0	0	0	0	0	0	0	0	0	0
0.35	0	0	0	0	0	0	0	0	0	0	0
0.375	0	0	0	0	0	0	0	0	0	0	0
0.4	0	0	0	0	0	0	0	0	0	0	0
0.425	0	0	0	0	0	0	0	0	0	0	0
0.45	0	0	0	0	0	0	0	0	0	0	0
0.475	0	0	0	0	0	0	0	0	0	0	0
0.5	0	0	0	0	0	0	0	0	0	0	0
0.525	0	0	0	0	0	0	0	0	0	0	0
0.55	0	0	0	0	0	0	0	0	0	0	0
0.575	0	0	0	0	0	0	0	0	0	0	0
0.6	0	0	0	0	0	0	0	0	0	0	0
0.625	0	0	0	0	0	0	0	0	0	0	0
